mRNA	CKR
LOC_Os07g31760	0
LOC_Os07g31770	0
LOC_Os07g31780	0
LOC_Os07g31790	0
LOC_Os07g31800	0
LOC_Os07g31810	0
LOC_Os07g31830	0.3
LOC_Os07g31840	3.3
LOC_Os07g31850	13.5
LOC_Os07g31870	0
LOC_Os07g31884	7.1
LOC_Os07g31900	0
LOC_Os07g31910	0
LOC_Os07g31920	0
LOC_Os07g31930	0
LOC_Os07g31940	0
LOC_Os07g31950	0
LOC_Os07g31960	0.4
LOC_Os07g31970	0
LOC_Os07g31980	0
LOC_Os07g31990	0
LOC_Os07g32000	0
LOC_Os07g32010	11.5
LOC_Os07g32020	1
LOC_Os07g32040	0
LOC_Os07g32050	0
LOC_Os07g32060	2.3
LOC_Os07g32070	0
LOC_Os07g32080	0
LOC_Os07g32090	0
LOC_Os07g32100	0
LOC_Os07g32110	0
LOC_Os07g32120	0
LOC_Os07g32129	0
LOC_Os07g32140	0
LOC_Os07g32150	0
LOC_Os07g32160	0
LOC_Os07g32170	0.5
LOC_Os07g32180	0
LOC_Os07g32190	0
LOC_Os07g32200	0
LOC_Os07g32210	0
LOC_Os07g32220	0
LOC_Os07g32230	12
LOC_Os07g32240	0
LOC_Os07g32250	0
LOC_Os07g32260	0
LOC_Os07g32270	0
LOC_Os07g32280	0
LOC_Os07g32290	0
LOC_Os07g32300	0
LOC_Os07g32310	0
LOC_Os07g32320	0
LOC_Os07g32330	0
LOC_Os07g32340	5.5
LOC_Os07g32350	3.6
LOC_Os07g32360	0
LOC_Os07g32370	0
LOC_Os07g32380	36.2
LOC_Os07g32390	11.9
LOC_Os07g32400	3.8
LOC_Os07g32406	0.6
LOC_Os07g32412	7.4
LOC_Os07g32420	17.4
LOC_Os07g32430	14.1
LOC_Os07g32440	1.3
LOC_Os07g32450	12.6
LOC_Os07g32460	4.5
LOC_Os07g32470	0
LOC_Os07g32480	3.1
LOC_Os07g32510	30.7
LOC_Os07g32520	0
LOC_Os07g32530	3
LOC_Os07g32540	0
LOC_Os07g32550	2.1
LOC_Os07g32560	8.9
LOC_Os07g32570	30.7
LOC_Os07g32580	0
LOC_Os07g32590	0.8
LOC_Os07g32600	9.4
LOC_Os07g32610	0
LOC_Os07g32620	22.8
LOC_Os07g32630	3.8
LOC_Os07g32640	0
LOC_Os07g32650	3.1
LOC_Os07g32660	6.1
LOC_Os07g32670	12.9
LOC_Os07g32680	0
LOC_Os07g32690	0
LOC_Os07g32700	0
LOC_Os07g32710	0
LOC_Os07g32719	0
LOC_Os07g32730	0.4
LOC_Os07g32740	0
LOC_Os07g32750	0
LOC_Os07g32761	52.9
LOC_Os07g32774	0
LOC_Os07g32790	4.9
LOC_Os07g32800	46.7
LOC_Os07g32810	0
LOC_Os07g32820	0
LOC_Os07g32830	0
LOC_Os07g32839	0
LOC_Os07g32850	0
LOC_Os07g32870	0
LOC_Os07g32880	26.9
LOC_Os07g32890	2.6
LOC_Os07g32900	1.4
LOC_Os07g32910	0
LOC_Os07g32920	0
LOC_Os07g32940	0
LOC_Os07g32950	2.4
LOC_Os07g32960	0
LOC_Os07g32970	0
LOC_Os07g32979	0
LOC_Os07g32990	0
LOC_Os07g33000	0
LOC_Os07g33010	0
LOC_Os07g33020	0
LOC_Os07g33030	0
LOC_Os07g33040	0
LOC_Os07g33050	2
LOC_Os07g33060	0
LOC_Os07g33070	0
LOC_Os07g33080	0
LOC_Os07g33090	0
LOC_Os07g33100	4.6
LOC_Os07g33110	32.5
LOC_Os07g33120	3.1
LOC_Os07g33130	0
LOC_Os07g33139	1.7
LOC_Os07g33150	0
LOC_Os07g33160	0
LOC_Os07g33170	0
LOC_Os07g33180	0
LOC_Os07g33190	0
LOC_Os07g33200	0.4
LOC_Os07g33210	1.9
LOC_Os07g33220	2.6
LOC_Os07g33224	10.3
LOC_Os07g33230	0
LOC_Os07g33240	14.5
LOC_Os07g33250	0
LOC_Os07g33260	0
LOC_Os07g33270	30.9
LOC_Os07g33280	26.2
LOC_Os07g33290	0
LOC_Os07g33300	4.3
LOC_Os07g33310	3.1
LOC_Os07g33320	3.8
LOC_Os07g33330	11.1
LOC_Os07g33340	5.2
LOC_Os07g33350	10.8
LOC_Os07g33360	3.5
LOC_Os07g33370	0.3
LOC_Os07g33380	0
LOC_Os07g33390	0
LOC_Os07g33400	0
LOC_Os07g33410	0
LOC_Os07g33420	0.6
LOC_Os07g33440	6.4
LOC_Os07g33450	0
LOC_Os07g33460	0
LOC_Os07g33470	0
LOC_Os07g33480	6.9
LOC_Os07g33490	0
LOC_Os07g33500	0
LOC_Os07g33510	0
LOC_Os07g33520	0
LOC_Os07g33530	0
LOC_Os07g33540	0.2
LOC_Os07g33550	3.4
LOC_Os07g33560	3.1
LOC_Os07g33570	0
LOC_Os07g33580	2.1
LOC_Os07g33600	0
LOC_Os07g33610	6.2
LOC_Os07g33620	2.6
LOC_Os07g33630	14.8
LOC_Os07g33640	0
LOC_Os07g33650	4.2
LOC_Os07g33660	1.5
LOC_Os07g33670	6.1
LOC_Os07g33680	23.7
LOC_Os07g33690	1.9
LOC_Os07g33700	0
LOC_Os07g33710	8.8
LOC_Os07g33720	4.8
LOC_Os07g33730	2.4
LOC_Os07g33740	3.3
LOC_Os07g33750	0
LOC_Os07g33754	0
LOC_Os07g33760	0
LOC_Os07g33770	0
LOC_Os07g33780	13.4
LOC_Os07g33790	10.3
LOC_Os07g33800	0
LOC_Os07g33820	0
LOC_Os07g33830	0
LOC_Os07g33840	0
LOC_Os07g33850	20.8
LOC_Os07g33860	0
LOC_Os07g33880	0
LOC_Os07g33889	0
LOC_Os07g33898	0
LOC_Os07g33910	0
LOC_Os07g33915	0
LOC_Os07g33921	0
LOC_Os07g33954	0
LOC_Os07g33970	0
LOC_Os07g33979	0
LOC_Os07g33988	0
LOC_Os07g33997	0
LOC_Os07g34006	0
LOC_Os07g34020	16.5
LOC_Os07g34030	6.7
LOC_Os07g34040	3.9
LOC_Os07g34050	0
LOC_Os07g34060	0
LOC_Os07g34070	9.8
LOC_Os07g34080	0
LOC_Os07g34090	0
LOC_Os07g34100	0
LOC_Os07g34110	8.4
LOC_Os07g34120	0
LOC_Os07g34130	0
LOC_Os07g34140	0
LOC_Os07g34150	0
LOC_Os07g34160	0
LOC_Os07g34170	0
LOC_Os07g34180	0
LOC_Os07g34190	0
LOC_Os07g34200	0
LOC_Os07g34210	0
LOC_Os07g34220	0
LOC_Os07g34230	0
LOC_Os07g34240	0
LOC_Os07g34250	0.6
LOC_Os07g34260	3.9
LOC_Os07g34270	0
LOC_Os07g34280	1.5
LOC_Os07g34290	0
LOC_Os07g34300	0.3
LOC_Os07g34310	0
LOC_Os07g34320	0
LOC_Os07g34330	0
LOC_Os07g34340	0
LOC_Os07g34350	0
LOC_Os07g34360	0
LOC_Os07g34370	0
LOC_Os07g34380	0
LOC_Os07g34390	4.1
LOC_Os07g34400	0
LOC_Os07g34410	5.3
LOC_Os07g34420	0
LOC_Os07g34430	1.2
LOC_Os07g34440	0.5
LOC_Os07g34450	0
LOC_Os07g34460	0
LOC_Os07g34470	0
LOC_Os07g34480	0
LOC_Os07g34490	0
LOC_Os07g34500	0
LOC_Os07g34510	1.5
LOC_Os07g34520	0.3
LOC_Os07g34529	0
LOC_Os07g34540	0
LOC_Os07g34550	0
LOC_Os07g34560	0
LOC_Os07g34570	12.5
LOC_Os07g34580	29
LOC_Os07g34589	95.9
LOC_Os07g34598	1.3
LOC_Os07g34610	8.5
LOC_Os07g34620	4.7
LOC_Os07g34630	0
LOC_Os07g34650	5.9
LOC_Os07g34640	9.6
LOC_Os07g34660	0
LOC_Os07g34670	4
LOC_Os07g34680	0.9
LOC_Os07g34690	0
LOC_Os07g34700	0
LOC_Os07g34710	0.4
LOC_Os07g34720	4.7
LOC_Os07g34730	7.6
LOC_Os07g34740	14.4
LOC_Os07g34750	17.1
LOC_Os07g34760	0
LOC_Os07g34770	0
LOC_Os07g34780	0
LOC_Os07g34790	0
LOC_Os07g34800	0
LOC_Os07g34810	0
LOC_Os07g34820	1.1
LOC_Os07g34830	0.7
LOC_Os07g34840	0
LOC_Os07g34850	25.5
LOC_Os07g34860	0
LOC_Os07g34870	0
LOC_Os07g34880	0
LOC_Os07g34890	0
LOC_Os07g34900	18.3
LOC_Os07g34910	0
LOC_Os07g34920	1.1
LOC_Os07g34930	0
LOC_Os07g34940	14.4
LOC_Os07g34950	0.3
LOC_Os07g34964	1.4
LOC_Os07g34980	1.1
LOC_Os07g34990	0
LOC_Os07g35004	2.8
LOC_Os07g35020	0
LOC_Os07g35030	0
LOC_Os07g35040	0
LOC_Os07g35050	0.4
LOC_Os07g35060	0
LOC_Os07g35070	0
LOC_Os07g35080	0
LOC_Os07g35090	0
LOC_Os07g35100	0
LOC_Os07g35110	0.3
LOC_Os07g35120	0
LOC_Os07g35130	2.9
LOC_Os07g35140	10.1
LOC_Os07g35150	0
LOC_Os07g35160	0
LOC_Os07g35170	0
LOC_Os07g35180	0
LOC_Os07g35190	1.5
LOC_Os07g35200	0.7
LOC_Os07g35210	0
LOC_Os07g35220	0
LOC_Os07g35230	0
LOC_Os07g35240	0
LOC_Os07g35250	0
LOC_Os07g35260	1.2
LOC_Os07g35270	0
LOC_Os07g35280	4.3
LOC_Os07g35290	8.8
LOC_Os07g35300	2.1
LOC_Os07g35310	6.7
LOC_Os07g35330	6.9
LOC_Os07g35335	4.2
LOC_Os07g35340	11
LOC_Os07g35350	25.5
LOC_Os07g35360	0
LOC_Os07g35370	46.7
LOC_Os07g35380	0
LOC_Os07g35390	32
LOC_Os07g35400	0
LOC_Os07g35410	13.1
LOC_Os07g35420	0
LOC_Os07g35430	0
LOC_Os07g35440	0
LOC_Os07g35450	0
LOC_Os07g35460	0
LOC_Os07g35470	0
LOC_Os07g35480	163.9
LOC_Os07g35490	0
LOC_Os07g35500	0.2
LOC_Os07g35510	20.9
LOC_Os07g35520	10.4
LOC_Os07g35530	0
LOC_Os07g35540	4.2
LOC_Os07g35550	0
LOC_Os07g35560	37.8
LOC_Os07g35570	5
LOC_Os07g35580	11.6
LOC_Os07g35600	2.1
LOC_Os07g35610	0
LOC_Os07g35620	1.3
LOC_Os07g35630	0.6
LOC_Os07g35640	3
LOC_Os07g35650	0
LOC_Os07g35660	0.1
LOC_Os07g35670	0
LOC_Os07g35680	0.5
LOC_Os07g35690	5.5
LOC_Os07g35700	3.1
LOC_Os07g35710	0
LOC_Os07g35720	1.6
LOC_Os07g35730	0.6
LOC_Os07g35740	3.5
LOC_Os07g35750	1.3
LOC_Os07g35760	0
LOC_Os07g35770	0.7
LOC_Os07g35780	1.2
LOC_Os07g35790	16.1
LOC_Os07g35800	0
LOC_Os07g35810	20.7
LOC_Os07g35820	0
LOC_Os07g35830	0
LOC_Os07g35840	0
LOC_Os07g35860	25.2
LOC_Os07g35870	15.8
LOC_Os07g35880	0
LOC_Os07g35920	0.2
LOC_Os07g35940	2.3
LOC_Os07g35950	0
LOC_Os07g35960	1.7
LOC_Os07g35970	0
LOC_Os07g35979	96.3
LOC_Os07g35985	0.8
LOC_Os07g35990	0
LOC_Os07g36000	0
LOC_Os07g36010	0
LOC_Os07g36020	0
LOC_Os07g36030	0
LOC_Os07g36040	0
LOC_Os07g36050	0
LOC_Os07g36060	0
LOC_Os07g36070	0
LOC_Os07g36090	14.6
LOC_Os07g36080	25.6
LOC_Os07g36100	0
LOC_Os07g36110	0.7
LOC_Os07g36120	0
LOC_Os07g36130	22
LOC_Os07g36140	124.7
LOC_Os07g36150	1.8
LOC_Os07g36160	0
LOC_Os07g36170	24.7
LOC_Os07g36180	1.4
LOC_Os07g36190	22.9
LOC_Os07g36200	20.4
LOC_Os07g36210	9.8
LOC_Os07g36220	0
LOC_Os07g36230	3.4
LOC_Os07g36240	0
LOC_Os07g36250	1.8
LOC_Os07g36254	24.5
LOC_Os07g36260	0.5
LOC_Os07g36270	0
LOC_Os07g36280	0
LOC_Os07g36290	0
LOC_Os07g36300	0
LOC_Os07g36310	0
LOC_Os07g36320	0.8
LOC_Os07g36330	0
LOC_Os07g36340	0.2
LOC_Os07g36360	0
LOC_Os07g36370	0
LOC_Os07g36390	0.7
LOC_Os07g36400	0.5
LOC_Os07g36410	29.7
LOC_Os07g36420	4.1
LOC_Os07g36430	4
LOC_Os07g36439	0
LOC_Os07g36450	5.2
LOC_Os07g36460	0
LOC_Os07g36465	7.4
LOC_Os07g36470	39.2
LOC_Os07g36490	3
LOC_Os07g36500	25.5
LOC_Os07g36510	0
LOC_Os07g36520	0
LOC_Os07g36530	0
LOC_Os07g36544	5.4
LOC_Os07g36560	0.4
LOC_Os07g36570	8.8
LOC_Os07g36580	0
LOC_Os07g36590	15.2
LOC_Os07g36600	27.5
LOC_Os07g36610	1.3
LOC_Os07g36630	3.9
LOC_Os07g36640	0
LOC_Os07g36660	0
LOC_Os07g36670	0
LOC_Os07g36680	0
LOC_Os07g36690	0.3
LOC_Os07g36700	0
LOC_Os07g36710	0
LOC_Os07g36720	0
LOC_Os07g36730	0
LOC_Os07g36740	0.1
LOC_Os07g36750	11.6
LOC_Os07g36760	0
LOC_Os07g36770	1.2
LOC_Os07g36780	7.4
LOC_Os07g36790	0
LOC_Os07g36800	16.5
LOC_Os07g36810	6.3
LOC_Os07g36820	25.7
LOC_Os07g36830	0
LOC_Os07g36840	0
LOC_Os07g36850	0
LOC_Os07g36860	0
LOC_Os07g36870	0
LOC_Os07g36880	0
LOC_Os07g36890	0
LOC_Os07g36900	0
LOC_Os07g36910	0.3
LOC_Os07g36920	0
LOC_Os07g36930	0.3
LOC_Os07g36940	51.7
LOC_Os07g36950	2.7
LOC_Os07g36960	0.9
LOC_Os07g36970	0
LOC_Os07g36980	0
LOC_Os07g36990	0
LOC_Os07g37000	0
LOC_Os07g37010	9
LOC_Os07g37020	0
LOC_Os07g37030	6.9
LOC_Os07g37040	27.9
LOC_Os07g37045	0
LOC_Os07g37050	0
LOC_Os07g37060	0
LOC_Os07g37070	1.1
LOC_Os07g37080	0
LOC_Os07g37090	0
LOC_Os07g37100	38.2
LOC_Os07g37110	5.4
LOC_Os07g37120	0
LOC_Os07g37130	2.6
LOC_Os07g37140	10.1
LOC_Os07g37156	3.5
LOC_Os07g37150	3.4
LOC_Os07g37164	0
LOC_Os07g37180	8.2
LOC_Os07g37190	0
LOC_Os07g37200	0
LOC_Os07g37210	2.6
LOC_Os07g37220	0.7
LOC_Os07g37230	0
LOC_Os07g37240	49.5
LOC_Os07g37250	5.6
LOC_Os07g37260	0
LOC_Os07g37270	9.1
LOC_Os07g37280	1.3
LOC_Os07g37290	98.1
LOC_Os07g37300	0
LOC_Os07g37310	21.7
LOC_Os07g37320	89.2
LOC_Os07g37330	2.1
LOC_Os07g37340	0
LOC_Os07g37350	8.5
LOC_Os07g37360	0.5
LOC_Os07g37370	0
LOC_Os07g37385	0
LOC_Os07g37390	0
LOC_Os07g37400	1.3
LOC_Os07g37410	3.8
LOC_Os07g37420	4.6
LOC_Os07g37430	0
LOC_Os07g37440	0
LOC_Os07g37454	3
LOC_Os07g37470	0
LOC_Os07g37480	1.1
LOC_Os07g37490	0
LOC_Os07g37500	0
LOC_Os07g37510	0
LOC_Os07g37520	0
LOC_Os07g37530	0
LOC_Os07g37540	0
LOC_Os07g37550	43.4
LOC_Os07g37560	18.8
LOC_Os07g37570	1.9
LOC_Os07g37580	13.8
LOC_Os07g37590	0
LOC_Os07g37600	0
LOC_Os07g37610	12.5
LOC_Os07g37620	4.5
LOC_Os07g37630	7.1
LOC_Os07g37640	6
LOC_Os07g37650	47.2
LOC_Os07g37660	0
LOC_Os07g37670	0
LOC_Os07g37680	1.8
LOC_Os07g37690	0.5
LOC_Os07g37700	0
LOC_Os07g37710	0
LOC_Os07g37720	0.1
LOC_Os07g37730	3
LOC_Os07g37740	7.3
LOC_Os07g37750	21.9
LOC_Os07g37760	1.5
LOC_Os07g37770	1.3
LOC_Os07g37780	0
LOC_Os07g37790	0
LOC_Os07g37800	4.3
LOC_Os07g37810	8.7
LOC_Os07g37820	1.8
LOC_Os07g37840	13.1
LOC_Os07g37830	4.3
LOC_Os07g37850	1.1
LOC_Os07g37860	0
LOC_Os07g37870	0
LOC_Os07g37880	0
LOC_Os07g37890	23.6
LOC_Os07g37900	0
LOC_Os07g37910	0
LOC_Os07g37920	0
LOC_Os07g37930	0
LOC_Os07g37940	0
LOC_Os07g37950	1.8
LOC_Os07g37960	3
LOC_Os07g37970	0
LOC_Os07g37980	0
LOC_Os07g37990	13.4
LOC_Os07g38000	3.5
LOC_Os07g38010	10
LOC_Os07g38020	1.1
LOC_Os07g38030	7
LOC_Os07g38040	0
LOC_Os07g38050	0
LOC_Os07g38060	7.5
LOC_Os07g38070	5.4
LOC_Os07g38080	10.8
LOC_Os07g38090	31.7
LOC_Os07g38100	5.1
LOC_Os07g38110	3.6
LOC_Os07g38120	28.2
LOC_Os07g38130	128.9
LOC_Os07g38140	0
LOC_Os07g38150	1
LOC_Os07g38160	3.9
LOC_Os07g38170	134
LOC_Os07g38190	0
LOC_Os07g38200	0
LOC_Os07g38210	0
LOC_Os07g38220	6.2
LOC_Os07g38230	8.4
LOC_Os07g38240	19.5
LOC_Os07g38250	2.1
LOC_Os07g38260	5.3
LOC_Os07g38270	4.9
LOC_Os07g38280	3.3
LOC_Os07g38290	4.2
LOC_Os07g38300	1.6
LOC_Os07g38310	0
LOC_Os07g38320	0
LOC_Os07g38330	0
LOC_Os07g38340	0
LOC_Os07g38350	0
LOC_Os07g38360	80.7
LOC_Os07g38370	16.3
LOC_Os07g38380	4.8
LOC_Os07g38390	2.6
LOC_Os07g38400	8.2
LOC_Os07g38420	20.1
LOC_Os07g38410	10
LOC_Os07g38430	6.8
LOC_Os07g38440	10.2
LOC_Os07g38450	0
LOC_Os07g38460	8.3
LOC_Os07g38470	15.5
LOC_Os07g38480	2.9
LOC_Os07g38490	10.5
LOC_Os07g38500	0
LOC_Os07g38510	0
LOC_Os07g38520	0
LOC_Os07g38530	27.6
LOC_Os07g38540	22
LOC_Os07g38550	3.4
LOC_Os07g38560	6
LOC_Os07g38570	8.1
LOC_Os07g38580	11.6
LOC_Os07g38590	16.3
LOC_Os07g38600	0.5
LOC_Os07g38610	3.3
LOC_Os07g38620	9.5
LOC_Os07g38630	142.4
LOC_Os07g38640	2.7
LOC_Os07g38650	0
LOC_Os07g38660	0
LOC_Os07g38664	1.1
LOC_Os07g38670	0
LOC_Os07g38680	0
LOC_Os07g38690	0
LOC_Os07g38700	0
LOC_Os07g38710	0
LOC_Os07g38720	0
LOC_Os07g38730	105.2
LOC_Os07g38740	0
LOC_Os07g38750	0.9
LOC_Os07g38760	16.7
LOC_Os07g38770	0
LOC_Os07g38780	0
LOC_Os07g38790	0.3
LOC_Os07g38800	1.9
LOC_Os07g38810	2.8
LOC_Os07g38820	0
LOC_Os07g38830	1.2
LOC_Os07g38840	47.8
LOC_Os07g38850	2.9
LOC_Os07g38860	0
LOC_Os07g38870	0
LOC_Os07g38880	0
LOC_Os07g38890	0
LOC_Os07g38900	0
LOC_Os07g38910	0
LOC_Os07g38930	3.7
LOC_Os07g38940	2.2
LOC_Os07g38950	10.9
LOC_Os07g38960	21.6
LOC_Os07g38970	29.4
LOC_Os07g38980	0
LOC_Os07g38990	1
LOC_Os07g39000	0
LOC_Os07g39010	2.2
LOC_Os07g39020	0
LOC_Os07g39030	24.8
LOC_Os07g39040	0
LOC_Os07g39060	0
LOC_Os07g39070	6.6
LOC_Os07g39080	0
LOC_Os07g39090	1.4
LOC_Os07g39100	0
LOC_Os07g39110	3.4
LOC_Os07g39114	3.2
LOC_Os07g39120	0
LOC_Os07g39130	0
LOC_Os07g39140	0
LOC_Os07g39150	0
LOC_Os07g39170	0
LOC_Os07g39180	0
LOC_Os07g39190	0
LOC_Os07g39200	0
LOC_Os07g39210	0
LOC_Os07g39220	22.8
LOC_Os07g39230	0
LOC_Os07g39240	0.5
LOC_Os07g39250	0
LOC_Os07g39260	7.3
LOC_Os07g39270	12
LOC_Os07g39280	35.5
LOC_Os07g39290	0.3
LOC_Os07g39300	4.9
LOC_Os07g39310	20.5
LOC_Os07g39320	9.9
LOC_Os07g39330	0
LOC_Os07g39340	0
LOC_Os07g39350	90.3
LOC_Os07g39360	0.9
LOC_Os07g39370	0
LOC_Os07g39380	0
LOC_Os07g39390	100.2
LOC_Os07g39400	4.7
LOC_Os07g39410	0
LOC_Os07g39420	0
LOC_Os07g39430	3.8
LOC_Os07g39440	0
LOC_Os07g39450	0
LOC_Os07g39460	0.3
LOC_Os07g39470	37.8
LOC_Os07g39480	13.8
LOC_Os07g39490	0
LOC_Os07g39500	0
LOC_Os07g39510	15.2
LOC_Os07g39520	22
LOC_Os07g39530	7.6
LOC_Os07g39540	0
LOC_Os07g39550	11.7
LOC_Os07g39560	31.6
LOC_Os07g39570	0
LOC_Os07g39580	0
LOC_Os07g39590	8
LOC_Os07g39600	0
LOC_Os07g39610	0
LOC_Os07g39620	44.7
LOC_Os07g39630	14.3
LOC_Os07g39640	0
LOC_Os07g39650	0
LOC_Os07g39660	0
LOC_Os07g39670	0
LOC_Os07g39680	64.3
LOC_Os07g39690	2.3
LOC_Os07g39700	0
LOC_Os07g39710	16.3
LOC_Os07g39720	14.9
LOC_Os07g39730	2.3
LOC_Os07g39740	0
LOC_Os07g39750	3.1
LOC_Os07g39760	0
LOC_Os07g39770	0
LOC_Os07g39780	12.4
LOC_Os07g39790	0.9
LOC_Os07g39800	11
LOC_Os07g39810	6.4
LOC_Os07g39820	11.9
LOC_Os07g39830	0
LOC_Os07g39840	6.2
LOC_Os07g39850	0.5
LOC_Os07g39860	5
LOC_Os07g39870	26.5
LOC_Os07g39880	13.3
LOC_Os07g39890	0
LOC_Os07g39900	16.9
LOC_Os07g39910	1.4
LOC_Os07g39920	4.6
LOC_Os07g39930	0
LOC_Os07g39940	10
LOC_Os07g39950	0
LOC_Os07g39960	0.5
LOC_Os07g39970	0
LOC_Os07g39980	0.5
LOC_Os07g39990	3.4
LOC_Os07g40000	16.7
LOC_Os07g40010	0.5
LOC_Os07g40020	11.7
LOC_Os07g40030	8.2
LOC_Os07g40040	0
LOC_Os07g40050	0
LOC_Os07g40060	0
LOC_Os07g40070	0
LOC_Os07g40080	0
LOC_Os07g40090	0
LOC_Os07g40100	0
LOC_Os07g40110	0
LOC_Os07g40120	0.7
LOC_Os07g40130	135.9
LOC_Os07g40140	0
LOC_Os07g40150	9.4
LOC_Os07g40160	0
LOC_Os07g40170	0
LOC_Os07g40180	0
LOC_Os07g40200	0
LOC_Os07g40210	0
LOC_Os07g40220	0.8
LOC_Os07g40224	3
LOC_Os07g40230	0
LOC_Os07g40240	1.5
LOC_Os07g40260	14.7
LOC_Os07g40250	15.4
LOC_Os07g40270	6.1
LOC_Os07g40280	0
LOC_Os07g40290	13.4
LOC_Os07g40300	33.8
LOC_Os07g40310	0.5
LOC_Os07g40320	3.1
LOC_Os07g40330	0
LOC_Os07g40340	0
LOC_Os07g40350	0
LOC_Os07g40360	0
LOC_Os07g40370	0
LOC_Os07g40380	0
LOC_Os07g40390	0.4
LOC_Os07g40404	0
LOC_Os07g40420	1.5
LOC_Os07g40434	0.2
LOC_Os07g40450	3.2
LOC_Os07g40460	1.4
LOC_Os07g40470	3.6
LOC_Os07g40480	5.2
LOC_Os07g40490	0
LOC_Os07g40510	8.6
LOC_Os07g40520	26.4
LOC_Os07g40530	0
LOC_Os07g40540	0
LOC_Os07g40550	29.8
LOC_Os07g40560	0
LOC_Os07g40570	6.9
LOC_Os07g40580	49.9
LOC_Os07g40590	0
LOC_Os07g40600	0
LOC_Os07g40610	0
LOC_Os07g40620	13.1
LOC_Os07g40630	10.6
LOC_Os07g40640	21
LOC_Os07g40650	0
LOC_Os07g40660	6.5
LOC_Os07g40670	0
LOC_Os07g40680	0.7
LOC_Os07g40690	0
LOC_Os07g40700	1.5
LOC_Os07g40710	14.9
LOC_Os07g40730	1.6
LOC_Os07g40740	0
LOC_Os07g40750	5.4
LOC_Os07g40760	0
LOC_Os07g40770	3.5
LOC_Os07g40780	0
LOC_Os07g40790	4.9
LOC_Os07g40800	12
LOC_Os07g40810	0.7
LOC_Os07g40820	2.2
LOC_Os07g40830	0
LOC_Os07g40840	0
LOC_Os07g40850	22.3
LOC_Os07g40860	24.8
LOC_Os07g40870	24.2
LOC_Os07g40880	0
LOC_Os07g40890	55
LOC_Os07g40900	0.6
LOC_Os07g40910	35.6
LOC_Os07g40920	1.7
LOC_Os07g40930	6.9
LOC_Os07g40940	10.8
LOC_Os07g40950	0
LOC_Os07g40974	1
LOC_Os07g40986	1.2
LOC_Os07g41000	0
LOC_Os07g41014	0
LOC_Os07g41030	0
LOC_Os07g41050	10.3
LOC_Os07g41060	0
LOC_Os07g41070	0.8
LOC_Os07g41080	0.7
LOC_Os07g41094	50.9
LOC_Os07g41090	9.8
LOC_Os07g41100	0
LOC_Os07g41110	0
LOC_Os07g41120	1.7
LOC_Os07g41140	12.1
LOC_Os07g41150	0
LOC_Os07g41160	5.8
LOC_Os07g41170	0.7
LOC_Os07g41180	9.6
LOC_Os07g41190	13.6
LOC_Os07g41200	11.8
LOC_Os07g41210	0
LOC_Os07g41220	0.8
LOC_Os07g41230	6.2
LOC_Os07g41240	0
LOC_Os07g41250	17.7
LOC_Os07g41260	14.5
LOC_Os07g41270	0
LOC_Os07g41280	14.6
LOC_Os07g41290	0
LOC_Os07g41300	0
LOC_Os07g41310	0.7
LOC_Os07g41320	8.7
LOC_Os07g41330	13.6
LOC_Os07g41340	0
LOC_Os07g41350	0
LOC_Os07g41360	35.9
LOC_Os07g41370	2
LOC_Os07g41380	0.2
LOC_Os07g41390	0
LOC_Os07g41400	1.8
LOC_Os07g41410	42.9
LOC_Os07g41420	0
LOC_Os07g41430	0
LOC_Os07g41439	0
LOC_Os07g41448	0
LOC_Os07g41460	9.1
LOC_Os07g41470	0
LOC_Os07g41480	0
LOC_Os07g41490	0
LOC_Os07g41500	0
LOC_Os07g41510	0
LOC_Os07g41520	0
LOC_Os07g41530	0
LOC_Os07g41540	0
LOC_Os07g41544	0
LOC_Os07g41550	0
LOC_Os07g41560	0
LOC_Os07g41564	4.2
LOC_Os07g41570	2.7
LOC_Os07g41580	12.6
LOC_Os07g41590	4.6
LOC_Os07g41600	28.5
LOC_Os07g41610	0
LOC_Os07g41620	0
LOC_Os07g41630	5.7
LOC_Os07g41640	21
LOC_Os07g41650	0
LOC_Os07g41660	2.5
LOC_Os07g41670	0
LOC_Os07g41680	3
LOC_Os07g41694	53.3
LOC_Os07g41710	3.1
LOC_Os07g41720	3
LOC_Os07g41730	6.5
LOC_Os07g41740	12.4
LOC_Os07g41750	27.1
LOC_Os07g41760	0
LOC_Os07g41770	0
LOC_Os07g41780	0
LOC_Os07g41790	43.5
LOC_Os07g41800	2
LOC_Os07g41810	8.6
LOC_Os07g41820	15.9
LOC_Os07g41830	0
LOC_Os07g41840	1.7
LOC_Os07g41850	0
LOC_Os07g41860	0
LOC_Os07g41870	0
LOC_Os07g41880	0
LOC_Os07g41890	0
LOC_Os07g41900	11.9
LOC_Os07g41910	6.6
LOC_Os07g41920	0
LOC_Os07g41930	0
LOC_Os07g41940	0
LOC_Os07g41950	0
LOC_Os07g41960	0
LOC_Os07g41970	0
LOC_Os07g41980	0
LOC_Os07g41990	0
LOC_Os07g42000	0
LOC_Os07g42010	0
LOC_Os07g42020	0
LOC_Os07g42030	0
LOC_Os07g42040	1.2
LOC_Os07g42050	0
LOC_Os07g42060	0
LOC_Os07g42070	3.7
LOC_Os07g42080	3.5
LOC_Os07g42104	0.3
LOC_Os07g42130	1.1
LOC_Os07g42140	0
LOC_Os07g42150	0
